piece	type	name	cat	weight	img	x	y	z
73436c01pb01	B	Door 1 x 4 x 5 Left with Trans-Clear Glass and Red & Black diagonal Stripe and White Helmet Pattern (Sticker) - Set 6373	642	3.55	http://www.bricklink.com/PL/73436c01pb01	1	4	5
73436c01pb04	B	Door 1 x 4 x 5 Left with Trans-Clear Glass and Drink and Popsicle Pattern (Sticker) - Set 6683	642	3.55	http://www.bricklink.com/PL/73436c01pb04	1	4	5
73436c01pb05	B	Door 1 x 4 x 5 Left with Trans-Clear Glass and Bill & Coins Pattern (Sticker) - Set 1490	642	3.55	http://www.bricklink.com/PL/73436c01pb05	1	4	5
73590c01a	B	Hose, Flexible  8.5L with Tabless Ends (Ends same color as Tube)	87	0.65	http://www.bricklink.com/PL/73590c01a	\N	\N	\N
73590c01b	B	Hose, Flexible  8.5L with Tabless Ends Black (Ends different color than Tube)	87	0.65	http://www.bricklink.com/PL/73590c01b	\N	\N	\N
73696	B	Train, Track 12V Switch Point Right, Type 2 - Track Only	128	74.5	http://www.bricklink.com/PL/73696	\N	\N	\N
73697	B	Train, Track 12V Switch Point Left, Type 2 - Track Only	128	73.2	http://www.bricklink.com/PL/73697	\N	\N	\N
739p01	B	Road Sign Octagon with Stop Sign Pattern	98	0.95	http://www.bricklink.com/PL/739p01	\N	\N	\N
74587	B	Duplo Plant Bush / Tree Top	167	16.6	http://www.bricklink.com/PL/74587	\N	\N	\N
749	B	Fabuland Container, Side Bags / Saddlebags	153	2.5	http://www.bricklink.com/PL/749	4	3	1.67
760.1stk01	B	Sticker for Set 760-1 - (199358)	160	\N	http://www.bricklink.com/PL/760.1stk01	19	13.3	\N
765c01	B	Electric, Connector, 1 Way male Squared - Complete Assembly	735	0.64	http://www.bricklink.com/PL/765c01	\N	\N	\N
765c15	B	Electric, Wire 12V / 4.5V with four 1-prong connectors, 15 Studs Long	735	\N	http://www.bricklink.com/PL/765c15	\N	\N	\N
765c28	B	Electric, Wire 12V / 4.5V with four 1-prong connectors, 28 Studs Long	735	\N	http://www.bricklink.com/PL/765c28	\N	\N	\N
765c96	B	Electric, Wire 12V / 4.5V with four 1-prong connectors, 96 Studs Long	735	7	http://www.bricklink.com/PL/765c96	\N	\N	\N
766c01	B	Electric, Connector, 2 Way male Squared Narrow Long - Complete Assembly	735	1.9	http://www.bricklink.com/PL/766c01	\N	\N	\N
766c14	B	Electric, Wire 12V / 4.5V with two 2-prong connectors, 14 Studs Long	735	3.9	http://www.bricklink.com/PL/766c14	\N	\N	\N
766c190	B	Electric, Wire 12V / 4.5V with two 2-prong connectors, 190 Studs Long	735	13.5	http://www.bricklink.com/PL/766c190	\N	\N	\N
766c28	B	Electric, Wire 12V / 4.5V with two 2-prong connectors,  28 Studs Long	735	5	http://www.bricklink.com/PL/766c28	\N	\N	\N
766c96	B	Electric, Wire 12V / 4.5V with two 2-prong connectors,  96 Studs Long	735	8.5	http://www.bricklink.com/PL/766c96	\N	\N	\N
767	B	Train, Track Sleeper Plate 2 x 8 without Cable Grooves	128	2.22	http://www.bricklink.com/PL/767	8	2	\N
7710stk01a	B	Sticker for Set 7710 - Early Version (191885)	160	\N	http://www.bricklink.com/PL/7710stk01a	\N	\N	\N
7710stk01b	B	Sticker for Set 7710 - Later Version (191888)	160	\N	http://www.bricklink.com/PL/7710stk01b	\N	\N	\N
7715stk01	B	Sticker for Set 7715 - (196925)	160	\N	http://www.bricklink.com/PL/7715stk01	\N	\N	\N
7720stk01	B	Sticker for Set 7720 - (191895)	160	\N	http://www.bricklink.com/PL/7720stk01	\N	\N	\N
7722stk01	B	Sticker for Set 7722 - (196935)	160	\N	http://www.bricklink.com/PL/7722stk01	\N	\N	\N
7725stk01	B	Sticker for Set 7725 - (193075)	160	\N	http://www.bricklink.com/PL/7725stk01	\N	\N	\N
7727stk01	B	Sticker for Set 7727 - (195465)	160	\N	http://www.bricklink.com/PL/7727stk01	\N	\N	\N
7730stk01a	B	Sticker for Set 7730 - Early Version (191905)	160	\N	http://www.bricklink.com/PL/7730stk01a	13.8	9.3	\N
7730stk01b	B	Sticker for Set 7730 - Later Version (191906)	160	\N	http://www.bricklink.com/PL/7730stk01b	\N	\N	\N
7735stk01	B	Sticker for Set 7735 - (196945)	160	\N	http://www.bricklink.com/PL/7735stk01	\N	\N	\N
7740stk01	B	Sticker for Set 7740 - (191915)	160	\N	http://www.bricklink.com/PL/7740stk01	\N	\N	\N
7745stk01	B	Sticker for Set 7745 - (196955)	160	\N	http://www.bricklink.com/PL/7745stk01	216	205	\N
775	B	Minifig, Headgear Hat, Forestmen's	16	0.46	http://www.bricklink.com/PL/775	\N	\N	\N
7750stk01	B	Sticker for Set 7750 - (191925)	160	\N	http://www.bricklink.com/PL/7750stk01	\N	\N	\N
7755stk01	B	Sticker for Set 7755 - (195475)	160	\N	http://www.bricklink.com/PL/7755stk01	\N	\N	\N
7760stk01	B	Sticker for Set 7760 - (191936)	160	\N	http://www.bricklink.com/PL/7760stk01	\N	\N	\N
7810stk01a	B	Sticker for Set 7810 - Early Version (191945)	160	\N	http://www.bricklink.com/PL/7810stk01a	\N	\N	\N
7810stk01b	B	Sticker for Set 7810 - Later Version (191945)	160	3	http://www.bricklink.com/PL/7810stk01b	18	10.5	\N
7813stk01	B	Sticker for Set 7813 - (190605)	160	\N	http://www.bricklink.com/PL/7813stk01	\N	\N	\N
7816stk01	B	Sticker for Set 7816 - (191965)	160	\N	http://www.bricklink.com/PL/7816stk01	\N	\N	\N
7818stk01a	B	Sticker for Set 7818 - Early Version (191985)	160	\N	http://www.bricklink.com/PL/7818stk01a	\N	\N	\N
7818stk01b	B	Sticker for Set 7818 - Later Version (191976)	160	\N	http://www.bricklink.com/PL/7818stk01b	\N	\N	\N
7819stk01	B	Sticker for Set 7819 - (195515)	160	0.2	http://www.bricklink.com/PL/7819stk01	\N	\N	\N
7820stk01	B	Sticker for Set 7820 - (191985)	160	\N	http://www.bricklink.com/PL/7820stk01	\N	\N	\N
7822stk01	B	Sticker for Set 7822 - Sheet 1, Clocks (191995)	160	\N	http://www.bricklink.com/PL/7822stk01	\N	\N	\N
7822stk02	B	Sticker for Set 7822 - Sheet 2, Train Schedules (191996)	160	\N	http://www.bricklink.com/PL/7822stk02	\N	\N	\N
7824stk01	B	Sticker for Set 7824 - (195505)	160	0.33	http://www.bricklink.com/PL/7824stk01	\N	\N	\N
784	B	Vehicle, Digger Bucket Smooth 2 x 4 x 1	72	2.1	http://www.bricklink.com/PL/784	2	4	1
785	B	Baseplate 24 x 32 with Studs on Edges	2	59.7	http://www.bricklink.com/PL/785	24	32	\N
7864	B	Electric, Train 220V - 12V Transformer Type 1	122	1145	http://www.bricklink.com/PL/7864	20	10	6
787c01	B	Fabuland Roof Support with Red Roof Slope without Chimney Hole	153	6.45	http://www.bricklink.com/PL/787c01	4	6	2.33
787c02	B	Fabuland Roof Support with Green Roof Slope without Chimney Hole	153	6.45	http://www.bricklink.com/PL/787c02	4	6	2.33
787c03	B	Fabuland Roof Support with Red Roof Slope with Chimney Hole	153	6.4	http://www.bricklink.com/PL/787c03	4	6	2.33
787c04	B	Fabuland Roof Support with Green Roof Slope with Chimney Hole	153	6.4	http://www.bricklink.com/PL/787c04	4	6	2.33
787c05	B	Fabuland Roof Support with Gray Roof Slope without Chimney Hole	153	6.45	http://www.bricklink.com/PL/787c05	4	6	2.33
790	B	Fabuland Roof Chimney	153	2.1	http://www.bricklink.com/PL/790	3	3	2
791	B	Window 1 x 3 x 5 Shutter	113	1.66	http://www.bricklink.com/PL/791	1	3	5
791pb01L	B	Window 1 x 3 x 5 Shutter with Maersk Logo Pattern Left Side (Sticker)	84	1.67	http://www.bricklink.com/PL/791pb01L	1	3	5
791pb01R	B	Window 1 x 3 x 5 Shutter with Maersk Logo Pattern Right Side (Sticker)	84	1.67	http://www.bricklink.com/PL/791pb01R	1	3	5
792c01	B	Arm Holder Brick 2 x 2 without Hole and 1 Arm	45	1.7	http://www.bricklink.com/PL/792c01	2	3	1
792c02	B	Arm Holder Brick 2 x 2 with Hole and 1 Arm	45	1.66	http://www.bricklink.com/PL/792c02	2	3	1
792c03	B	Arm Holder Brick 2 x 2 with Hole and 2 Arms	45	1.93	http://www.bricklink.com/PL/792c03	2	4	1
7930	B	Door 1 x 3 x 4	12	1.2	http://www.bricklink.com/PL/7930	1	3	4
8	B	Plate, Modified 2 x 2 with Wheel Holder Bottom	27	1	http://www.bricklink.com/PL/8	\N	\N	\N
80039	B	Road Sign Round with Left Turn Prohibited Pattern	98	0.95	http://www.bricklink.com/PL/80039	\N	\N	\N
80045	B	Road Sign Round with No Parking Pattern	98	0.95	http://www.bricklink.com/PL/80045	\N	\N	\N
80547pb01	B	Baseplate, Road 32 x 32 7-Stud Straight with Road with White Sidelines Pattern	130	99	http://www.bricklink.com/PL/80547pb01	32	32	\N
812	B	Train Level Crossing Center Rail Cap Insert 2 x 14 x 2/3	124	4.3	http://www.bricklink.com/PL/812	2	14	0.5
81294	B	Road Sign Triangle with Dangerous Intersection Pattern	98	1	http://www.bricklink.com/PL/81294	\N	\N	\N
812pb01	B	Train Level Crossing Center Rail Cap Insert with 'Legoland HOTEL' Pattern (Sticker) - Set 6390	124	4.3	http://www.bricklink.com/PL/812pb01	2	14	0.5
813	B	Train Level Crossing Base	124	25	http://www.bricklink.com/PL/813	14	16	1
815c01	B	Train Level Crossing Gate Type 1, Assembly with Blue Base & Red Handle (Right)	124	3.6	http://www.bricklink.com/PL/815c01	\N	\N	\N
815c02	B	Train Level Crossing Gate Type 1, Assembly with Blue Base & Red Handle (Left)	124	3.6	http://www.bricklink.com/PL/815c02	\N	\N	\N
817c02	B	Vehicle, Trailer Base 4 x 8 Bed with White Wheels and Tires	131	10	http://www.bricklink.com/PL/817c02	\N	\N	\N
828	B	Vehicle, Digger Bucket Arm, Large	72	1.2	http://www.bricklink.com/PL/828	\N	\N	\N
837	B	Homemaker Cupboard 4 x 4 x 4 with Door Holder Holes	85	10.14	http://www.bricklink.com/PL/837	4	4	4
838	B	Homemaker Cupboard Door 4 x 4	85	1.3	http://www.bricklink.com/PL/838	\N	\N	\N
8640stk01	B	Sticker for Set 8640 - (190705)	160	0.4	http://www.bricklink.com/PL/8640stk01	4	4	\N
8680stk01	B	Sticker for Set 8680 - Sheet 1 (190735)	160	\N	http://www.bricklink.com/PL/8680stk01	\N	\N	\N
8680stk02	B	Sticker for Set 8680 - Sheet 2 (190736)	160	0.2	http://www.bricklink.com/PL/8680stk02	\N	\N	\N
8842stk01	B	Sticker for Set 8842 - (190775)	160	\N	http://www.bricklink.com/PL/8842stk01	4	4	\N
905c01	B	Electric, Light Slope 45 2 x 2 with Computer Console Pattern (Complete Assembly)	123	1.34	http://www.bricklink.com/PL/905c01	2	2	1.33
9221comm	B	Paper, Duplo Mosaic Picture Puzzle Key Card from Set 9221 - Community	246	8	http://www.bricklink.com/PL/9221comm	\N	\N	\N
9221home	B	Paper, Duplo Mosaic Picture Puzzle Key Card from Set 9221 - Home	246	8	http://www.bricklink.com/PL/9221home	\N	\N	\N
9221pap	B	Paper, Duplo Playmat for Set 9221 - Town Scene Pattern	246	\N	http://www.bricklink.com/PL/9221pap	\N	\N	\N
9221park	B	Paper, Duplo Mosaic Picture Puzzle Key Card from Set 9221 - Park	246	8	http://www.bricklink.com/PL/9221park	\N	\N	\N
9221town	B	Paper, Duplo Mosaic Picture Puzzle Key Card from Set 9221 - Town	246	8	http://www.bricklink.com/PL/9221town	\N	\N	\N
9244	B	Technic, Universal Joint 4L	133	0.78	http://www.bricklink.com/PL/9244	\N	\N	\N
970c00	B	Hips and Legs	484	1.18	http://www.bricklink.com/PL/970c00	\N	\N	\N
973c01	B	Torso Plain / White Arms / Yellow Hands	485	1.25	http://www.bricklink.com/PL/973c01	\N	\N	\N
973c02	B	Torso Plain / Red Arms / Yellow Hands	485	1.3	http://www.bricklink.com/PL/973c02	\N	\N	\N
973c07	B	Torso Plain / Blue Arms / Yellow Hands	485	1.24	http://www.bricklink.com/PL/973c07	\N	\N	\N
973c11	B	Torso Plain / Yellow Arms / Yellow Hands	485	1.25	http://www.bricklink.com/PL/973c11	\N	\N	\N
973c18	B	Torso Plain / Black Arms / Yellow Hands	485	1.25	http://www.bricklink.com/PL/973c18	\N	\N	\N
BA01pb01	B	Stickered Assembly 2 x 3 x 1 2/3 with Shell Tank Number 1 Pattern (Sticker)	582	4.5	http://www.bricklink.com/PL/BA01pb01	2	3	1.67
BA01pb02	B	Stickered Assembly 2 x 3 x 1 2/3 with Shell Tank Number 2 Pattern (Sticker)	582	4.5	http://www.bricklink.com/PL/BA01pb02	2	3	1.67
BA02pb01	B	Stickered Assembly with Motorcycle Sticker Pattern (Sticker) - Set 6373 - 2 Panels 1 x 4 x 3 and 1 Plate 1 x 8	582	6.12	http://www.bricklink.com/PL/BA02pb01	1	8	3.33
BA03pb05	B	Stickered Assembly 6 x 1 x 2 with Triangular Shield with Crown Pattern (Sticker) - Sets 375 and 6075 - 2 Bricks 1 x 6	582	4.91	http://www.bricklink.com/PL/BA03pb05	6	1	2
BA03pb09	B	Stickered Assembly 6 x 1 x 2 with Steering Wheel and Yellow Car Pattern (Sticker) - Set 6390 - 2 Bricks 1 x 6	582	5	http://www.bricklink.com/PL/BA03pb09	6	1	2
BA03pb10	B	Stickered Assembly 6 x 1 x 2 with Boxes and Arrows Pattern (Sticker) - Sets 6377, 6391 - 2 Bricks 1 x 6	582	5	http://www.bricklink.com/PL/BA03pb10	6	1	2
BA05pb03	B	Stickered Assembly 3 x 1 x 2 with Shell Logo Pattern on Both Sides (Stickers) - Set 6378 - 2 Bricks 1 x 3	582	2.68	http://www.bricklink.com/PL/BA05pb03	3	1	2
BA06pb01	B	Stickered Assembly 4 x 1 x 3 with Train Schedule Pattern on Both Sides (Stickers) - 3 Bricks 1 x 4	582	4.92	http://www.bricklink.com/PL/BA06pb01	4	1	3
BA06pb02	B	Stickered Assembly 4 x 1 x 3 with Horse Head and Horseshoe Pattern (Sticker) - Set 6379 - 3 Bricks 1 x 4	582	4.91	http://www.bricklink.com/PL/BA06pb02	4	1	3
BA06pb03	B	Stickered Assembly 4 x 1 x 3 with Train Schedule Pattern (Sticker) - Set 7745 - 3 Bricks 1 x 4	582	5.1	http://www.bricklink.com/PL/BA06pb03	4	1	3
BA06pb04	B	Stickered Assembly 4 x 1 x 3 with Classic Airport Logo Pattern (Sticker) - 3 bricks 1 x 4	582	4.91	http://www.bricklink.com/PL/BA06pb04	4	1	3
BA06pb05	B	Stickered Assembly 4 x 1 x 3 with Mail Envelope Pattern (Sticker) - Set 6362 - 3 Bricks 1 x 4	582	4.9	http://www.bricklink.com/PL/BA06pb05	4	1	3
BA06pb08	B	Stickered Assembly 4 x 1 x 3 with '123456789' Pattern (Sticker) - Set 5235-2 - 3 Bricks 1 x 4	582	5	http://www.bricklink.com/PL/BA06pb08	4	1	3
BA06pb09	B	Stickered Assembly 4 x 1 x 3 with Train Schedule Pattern (Sticker) - Set 7824 - 3 Bricks 1 x 4	582	5.1	http://www.bricklink.com/PL/BA06pb09	4	1	3
BA08pb02	B	Stickered Assembly 4 x 1 x 2 with Hamburger Pattern (Sticker) - Sets 6399, 6683 - 2 Bricks 1 x 4	582	3.32	http://www.bricklink.com/PL/BA08pb02	4	1	2
BA08pb05	B	Stickered Assembly 4 x 1 x 2 with Triangular Shield with Crown Pattern (Sticker) - Sets 375 and 6075 - 2 Bricks 1 x 4	582	3.32	http://www.bricklink.com/PL/BA08pb05	4	1	2
BA08pb06	B	Stickered Assembly 4 x 1 x 2 with Mail Envelope Pattern (Sticker) - Set 6689 - 2 Bricks 1 x 4	582	3.32	http://www.bricklink.com/PL/BA08pb06	4	1	2
BA09pb06	B	Stickered Assembly 8 x 1 x 2 with 'Shell' Pattern on Both Sides (Stickers) - Set 6371 - 2 Bricks 1 x 8	582	7	http://www.bricklink.com/PL/BA09pb06	8	1	2
BA12pb02	B	Stickered Assembly 6 x 1 x 3 with Fabuland Mirror and Scissors Pattern (Stickers) - Set 3623 - 3 Bricks 1 x 6	582	8	http://www.bricklink.com/PL/BA12pb02	6	1	3
BA12pb03	B	Stickered Assembly 6 x 1 x 3 with Fabuland Mirror Pattern (Sticker) - 3 Bricks 1 x 6	582	7.3	http://www.bricklink.com/PL/BA12pb03	6	1	3
BA12pb04	B	Stickered Assembly 6 x 1 x 3 with Ice Cream Pattern (Sticker) - Set 3665 - 3 Bricks 1 x 6	582	7	http://www.bricklink.com/PL/BA12pb04	6	1	3
BA12pb05	B	Stickered Assembly 6 x 1 x 3 with Hose, Gas Mask, Bucket and Clock Pattern (Sticker) - Set 3682 - 3 Bricks 1 x 6	582	7	http://www.bricklink.com/PL/BA12pb05	6	1	3
BA12pb08	B	Stickered Assembly 6 x 1 x 3 with 'EXXON' Pattern on Both Sides (Stickers) - Set 6375-2 - 3 Bricks 1 x 6	582	7.26	http://www.bricklink.com/PL/BA12pb08	6	1	3
BA14pb01	B	Stickered Assembly 2 x 1 x 2 with Shell Logo on White Background Pattern (Sticker) - Set 6378 - 2 Bricks 1 x 2	582	1.64	http://www.bricklink.com/PL/BA14pb01	2	1	2
BA15pb01	B	Stickered Assembly 6 x 1 x 4 with Classroom Blackboard and ABC Pattern (Sticker) - Set 3645 - 4 Bricks 1 x 6	582	10	http://www.bricklink.com/PL/BA15pb01	6	1	4
BA17pb01	B	Stickered Assembly 4 x 1 x 3 with Airport Shuttle Pattern both sides (Stickers) - Set 6399 - 2 Slopes 45 2 x 1, 1 Brick 1 x 4, 2 Slopes Inv. 45 2 x 1	582	4.7	http://www.bricklink.com/PL/BA17pb01	4	1	3
BA17pb02	B	Stickered Assembly 4 x 1 x 3 with Clock Pattern both sides (Stickers) - Set 7822 - 2 Slopes 45 2 x 1, 1 Brick 1 x 4, 2 Slopes Inv. 45 2 x 1	582	4.35	http://www.bricklink.com/PL/BA17pb02	4	1	3
BA18pb01	B	Stickered Assembly 2 x 8 with Shell Logo Pattern (Sticker) - Set 6378 - 4 Tiles 2 x 2	582	2.04	http://www.bricklink.com/PL/BA18pb01	2	8	\N
BA19pb02	B	Stickered Assembly 3 x 2 x 4 with Fabuland Fuel Pump Small Pattern (Sticker) - Set 3666 - 4 Bricks 2 x 3	582	7	http://www.bricklink.com/PL/BA19pb02	3	2	4
BA22pb01	B	Stickered Assembly 2 x 2 x 3 with Refrigerator Pattern (Sticker) - Set 6365 - 3 Bricks 2 x 2	582	3.8	http://www.bricklink.com/PL/BA22pb01	2	2	3
BA23pb01	B	Stickered Assembly 4 x 2 x 2 with Refrigerator and Oven Pattern (Sticker) - Sets 6372, 6374 - 2 Bricks 2 x 4	582	5.25	http://www.bricklink.com/PL/BA23pb01	4	2	2
BA23pb03	B	Stickered Assembly 4 x 2 x 2 with Doll House Interior Pattern (Sticker) - Set 5233 - 2 Bricks 2 x 4	582	5.16	http://www.bricklink.com/PL/BA23pb03	4	2	2
BA23pb05	B	Stickered Assembly 4 x 2 x 2 with '1807' and '1872' Pattern on Both Sides (Stickers) - Set 1592 - 2 Bricks 2 x 4	582	4.65	http://www.bricklink.com/PL/BA23pb05	4	2	2
BA32pb01	B	Stickered Assembly 4 x 1 x 2/3 with 'WEGENWACHT' Pattern on Both Sides (Stickers) - Set 1590-2 - 2 Plates 1 x 4	582	1.42	http://www.bricklink.com/PL/BA32pb01	4	1	0.67
BA33pb01	B	Stickered Assembly 2 x 2 x 1 2/3 with Red Cross Pattern on Four Sides (Stickers) - Set 6364 - 1 Brick 2 x 2, 2 Plates 2 x 2	582	2.54	http://www.bricklink.com/PL/BA33pb01	2	2	1.67
DupBed	B	Duplo Furniture Bed 2 x 4	641	18	http://www.bricklink.com/PL/DupBed	\N	\N	\N
DupCone2	B	Duplo Cone 2 x 2 x 1 (used as lampshades in family home sets)	167	3.5	http://www.bricklink.com/PL/DupCone2	2	2	1
DupDesk	B	Duplo Furniture Desk Classroom 2 x 3 (Set 2645)	641	28	http://www.bricklink.com/PL/DupDesk	\N	\N	\N
Duphalfarch	B	Duplo, Brick Arch Half 2 x 3 x 3	417	16	http://www.bricklink.com/PL/Duphalfarch	2	3	3
Knob	B	Duplo, Brick 2 x 2 with Small Center Hole (Pull Toy Knob)	417	6.72	http://www.bricklink.com/PL/Knob	2	2	1
bab001	B	Duplo Rattle Squirrel with Nut	167	48	http://www.bricklink.com/PL/bab001	7	2	8
bab002	B	Duplo Rattle Oval with Yellow/Green Wheel	167	\N	http://www.bricklink.com/PL/bab002	\N	\N	\N
bab003	B	Duplo Rattle Oval with Yellow/Red Wheel	167	\N	http://www.bricklink.com/PL/bab003	\N	\N	\N
bab004	B	Duplo Rattle Square	167	\N	http://www.bricklink.com/PL/bab004	\N	\N	\N
bab005	B	Duplo Rattle Fish	167	\N	http://www.bricklink.com/PL/bab005	\N	\N	\N
bab006	B	Duplo Rattle Bath Floating Base	167	\N	http://www.bricklink.com/PL/bab006	\N	\N	\N
bab007	B	Duplo Rattle Oval with Red/Blue Wheel	167	\N	http://www.bricklink.com/PL/bab007	\N	\N	\N
bab008	B	Duplo Rattle Rabbit with Eyes Pattern	167	17.5	http://www.bricklink.com/PL/bab008	\N	\N	\N
bb049	B	Duplo, Brick 2 x 4 x 2 with Dog Face - Eyes Open and Close	417	\N	http://www.bricklink.com/PL/bb049	2	4	2
bb050	B	Duplo, Brick 2 x 4 x 2 with Black in Yellow Eyes and White Mouth	417	23.5	http://www.bricklink.com/PL/bb050	2	4	2
bb051	B	Duplo, Brick 2 x 4 x 2 with Face with Freckles in Yellow Drum	417	\N	http://www.bricklink.com/PL/bb051	2	4	2
bb052	B	Duplo, Brick 2 x 4 x 2 with Green Ball in Yellow Rattle	417	\N	http://www.bricklink.com/PL/bb052	2	4	2
bb053	B	Duplo, Brick 2 x 4 x 2 with Rotating White and Red Spiral	417	\N	http://www.bricklink.com/PL/bb053	2	4	2
bb054	B	Duplo, Brick 2 x 4 x 2 with Yellow Handle and Yellow/Red Rotating Disc	417	\N	http://www.bricklink.com/PL/bb054	2	4	2
bb107pb02	B	Road Sign Cantilever Curved with 'POLICE' Pattern	98	\N	http://www.bricklink.com/PL/bb107pb02	\N	\N	\N
bb12v	B	Electric, Train Motor 12V Modern	122	153	http://www.bricklink.com/PL/bb12v	\N	\N	\N
bb12v2	B	Train Wheel, Middle Wheel for 12V Motor	43	1.68	http://www.bricklink.com/PL/bb12v2	\N	\N	\N
bb141ac96	B	Electric, Wire 4.5V with two light gray 2-prong Type 1 connectors, 96 Studs Long	735	8	http://www.bricklink.com/PL/bb141ac96	\N	\N	\N
bb15	B	Homemaker Figure Headgear Hat	85	2.15	http://www.bricklink.com/PL/bb15	\N	\N	\N
bb165pb01	B	Tile, Modified 2 x 2 without 1 x 1 Quarter Circle with Scala Flower Pattern	778	0.4	http://www.bricklink.com/PL/bb165pb01	2	2	\N
bb165pb02	B	Tile, Modified 2 x 2 without 1 x 1 Quarter Circle with Scala Red Top Pattern	778	0.4	http://www.bricklink.com/PL/bb165pb02	2	2	\N
bb165pb03	B	Tile, Modified 2 x 2 without 1 x 1 Quarter Circle with Scala Butterfly Pattern	778	0.4	http://www.bricklink.com/PL/bb165pb03	2	2	\N
bb256	B	Duplo Slide Holder	167	\N	http://www.bricklink.com/PL/bb256	\N	\N	\N
bb257pb01	B	Duplo Slide Chalk Board Pattern	167	\N	http://www.bricklink.com/PL/bb257pb01	\N	\N	\N
bb257pb02	B	Duplo Slide with Tools Pattern	167	\N	http://www.bricklink.com/PL/bb257pb02	\N	\N	\N
bb257pb03	B	Duplo Slide with Musical Instruments Pattern	167	\N	http://www.bricklink.com/PL/bb257pb03	\N	\N	\N
bb257pb04	B	Duplo Slide with Nesting Box Pattern	167	\N	http://www.bricklink.com/PL/bb257pb04	\N	\N	\N
bb257pb05	B	Duplo Slide with Lion Pattern	167	\N	http://www.bricklink.com/PL/bb257pb05	\N	\N	\N
bb257pb06	B	Duplo Slide with Animals Pattern	167	\N	http://www.bricklink.com/PL/bb257pb06	\N	\N	\N
bb265	B	Duplo Door 1 x 4 x 5 with Porthole and Vertical Grooves	167	9	http://www.bricklink.com/PL/bb265	1	4	5
bb39	B	Minifig, Weapon Cannon Transitional with Black Handle	19	3	http://www.bricklink.com/PL/bb39	\N	\N	\N
bb45c03	B	Electric 4.5V Battery Box 6 x 11 x 3 1/3 Type III Complete Assembly for 1-Prong & 2-Prong Connectors	411	40	http://www.bricklink.com/PL/bb45c03	6	11	3.33
bb46	B	Windup Motor 1980s	504	55	http://www.bricklink.com/PL/bb46	\N	\N	\N
bb47	B	Windup Motor 1980s Key	504	2.4	http://www.bricklink.com/PL/bb47	\N	\N	\N
bb529	B	Electric, Train 12V Transformer AC/DC Output Plug	122	\N	http://www.bricklink.com/PL/bb529	\N	\N	\N
bb54	B	Electric, Train 4.5V Battery Car Roof	122	17	http://www.bricklink.com/PL/bb54	\N	\N	\N
bb57	B	Windscreen, Motorcycle Windshield	115	0.2	http://www.bricklink.com/PL/bb57	\N	\N	\N
